Symbol,name,value,variable
gene242,sample3,11,A
gene242,sample4,8,A
gene242,sample5,1,A
gene242,sample6,2,B
gene242,sample7,5,B
gene242,sample8,6,B
gene242,sample9,3,B
gene242,sample10,0,B
gene243,sample1,637,A
gene243,sample2,585,A
gene243,sample3,404,A
gene243,sample4,564,A
gene243,sample5,381,A
gene243,sample6,401,B
gene243,sample7,310,B
gene243,sample8,296,B
gene243,sample9,648,B
gene243,sample10,377,B
gene244,sample1,58,A
gene244,sample2,53,A
gene244,sample3,57,A
gene244,sample4,61,A
gene244,sample5,47,A
gene244,sample6,41,B
gene244,sample7,25,B
gene244,sample8,36,B
gene244,sample9,51,B
gene244,sample10,104,B
gene245,sample1,814,A
gene245,sample2,694,A
gene245,sample3,705,A
gene245,sample4,926,A
gene245,sample5,786,A
gene245,sample6,1052,B
gene245,sample7,663,B
gene245,sample8,893,B
gene245,sample9,1025,B
gene245,sample10,821,B
gene246,sample1,202,A
gene246,sample2,174,A
gene246,sample3,214,A
gene246,sample4,160,A
gene246,sample5,107,A
gene246,sample6,161,B
gene246,sample7,212,B
gene246,sample8,111,B
gene246,sample9,153,B
gene246,sample10,200,B
gene247,sample1,242,A
gene247,sample2,231,A
gene247,sample3,209,A
gene247,sample4,287,A
gene247,sample5,407,A
gene247,sample6,353,B
gene247,sample7,401,B
gene247,sample8,162,B
gene247,sample9,317,B
gene247,sample10,366,B
gene248,sample1,167,A
gene248,sample2,166,A
gene248,sample3,237,A
gene248,sample4,122,A
gene248,sample5,129,A
gene248,sample6,111,B
gene248,sample7,72,B
gene248,sample8,265,B
gene248,sample9,132,B
gene248,sample10,154,B
gene249,sample1,2368,A
gene249,sample2,6037,A
gene249,sample3,2839,A
gene249,sample4,3250,A
gene249,sample5,2731,A
gene249,sample6,3164,B
gene249,sample7,3046,B
gene249,sample8,2499,B
gene249,sample9,3842,B
gene249,sample10,2806,B
gene250,sample1,1514,A
gene250,sample2,1061,A
gene250,sample3,604,A
gene250,sample4,1125,A
gene250,sample5,928,A
gene250,sample6,1617,B
gene250,sample7,938,B
gene250,sample8,1117,B
gene250,sample9,1576,B
gene250,sample10,789,B
gene251,sample1,260,A
gene251,sample2,222,A
gene251,sample3,139,A
gene251,sample4,160,A
gene251,sample5,180,A
gene251,sample6,436,B
gene251,sample7,261,B
gene251,sample8,281,B
gene251,sample9,390,B
gene251,sample10,58,B
gene252,sample1,11694,A
gene252,sample2,18570,A
gene252,sample3,12741,A
gene252,sample4,22267,A
gene252,sample5,17712,A
gene252,sample6,18575,B
gene252,sample7,22415,B
gene252,sample8,13313,B
gene252,sample9,9612,B
gene252,sample10,13754,B
gene253,sample1,636,A
gene253,sample2,1008,A
gene253,sample3,539,A
gene253,sample4,810,A
gene253,sample5,647,A
gene253,sample6,635,B
gene253,sample7,682,B
gene253,sample8,625,B
gene253,sample9,921,B
gene253,sample10,739,B
gene254,sample1,11,A
gene254,sample2,10,A
gene254,sample3,15,A
gene254,sample4,20,A
gene254,sample5,17,A
gene254,sample6,4,B
gene254,sample7,10,B
gene254,sample8,27,B
gene254,sample9,7,B
gene254,sample10,16,B
gene255,sample1,12,A
gene255,sample2,37,A
gene255,sample3,21,A
gene255,sample4,15,A
gene255,sample5,11,A
gene255,sample6,33,B
gene255,sample7,26,B
gene255,sample8,9,B
gene255,sample9,6,B
gene255,sample10,13,B
gene256,sample1,12,A
gene256,sample2,23,A
gene256,sample3,7,A
gene256,sample4,12,A
gene256,sample5,27,A
gene256,sample6,25,B
gene256,sample7,3,B
gene256,sample8,14,B
gene256,sample9,20,B
gene256,sample10,14,B
gene257,sample1,20,A
gene257,sample2,10,A
gene257,sample3,20,A
gene257,sample4,21,A
gene257,sample5,36,A
gene257,sample6,11,B
gene257,sample7,14,B
gene257,sample8,21,B
gene257,sample9,10,B
gene257,sample10,27,B
gene258,sample1,6,A
gene258,sample2,10,A
gene258,sample3,9,A
gene258,sample4,9,A
gene258,sample5,30,A
gene258,sample6,8,B
gene258,sample7,14,B
gene258,sample8,2,B
gene258,sample9,7,B
gene258,sample10,6,B
gene259,sample1,1487,A
gene259,sample2,1172,A
gene259,sample3,1403,A
gene259,sample4,1543,A
gene259,sample5,716,A
gene259,sample6,928,B
gene259,sample7,949,B
gene259,sample8,1167,B
gene259,sample9,2181,B
gene259,sample10,902,B
gene260,sample1,188,A
gene260,sample2,212,A
gene260,sample3,340,A
gene260,sample4,139,A
gene260,sample5,228,A
gene260,sample6,218,B
gene260,sample7,190,B
gene260,sample8,210,B
gene260,sample9,83,B
gene260,sample10,123,B
gene261,sample1,971,A
gene261,sample2,1006,A
gene261,sample3,1162,A
gene261,sample4,1534,A
gene261,sample5,801,A
gene261,sample6,1240,B
gene261,sample7,1185,B
gene261,sample8,1073,B
gene261,sample9,1268,B
gene261,sample10,1346,B
gene262,sample1,3813,A
gene262,sample2,6518,A
gene262,sample3,5825,A
gene262,sample4,5304,A
gene262,sample5,4592,A
gene262,sample6,4196,B
gene262,sample7,6045,B
gene262,sample8,6290,B
gene262,sample9,3287,B
gene262,sample10,6578,B
gene263,sample1,228,A
gene263,sample2,102,A
gene263,sample3,244,A
gene263,sample4,309,A
gene263,sample5,236,A
gene263,sample6,95,B
gene263,sample7,316,B
gene263,sample8,272,B
gene263,sample9,219,B
gene263,sample10,243,B
gene264,sample1,34,A
gene264,sample2,44,A
gene264,sample3,12,A
gene264,sample4,4,A
gene264,sample5,11,A
gene264,sample6,13,B
gene264,sample7,13,B
gene264,sample8,48,B
gene264,sample9,32,B
gene264,sample10,10,B
gene265,sample1,217,A
gene265,sample2,273,A
gene265,sample3,155,A
gene265,sample4,140,A
gene265,sample5,350,A
gene265,sample6,118,B
gene265,sample7,152,B
gene265,sample8,195,B
gene265,sample9,130,B
gene265,sample10,291,B
gene266,sample1,53,A
gene266,sample2,76,A
gene266,sample3,20,A
gene266,sample4,21,A
gene266,sample5,110,A
gene266,sample6,56,B
gene266,sample7,82,B
gene266,sample8,58,B
gene266,sample9,116,B
gene266,sample10,104,B
gene267,sample1,665,A
gene267,sample2,580,A
gene267,sample3,339,A
gene267,sample4,844,A
gene267,sample5,618,A
gene267,sample6,819,B
gene267,sample7,861,B
gene267,sample8,714,B
gene267,sample9,444,B
gene267,sample10,757,B
gene268,sample1,110,A
gene268,sample2,98,A
gene268,sample3,118,A
gene268,sample4,119,A
gene268,sample5,75,A
gene268,sample6,94,B
gene268,sample7,149,B
gene268,sample8,83,B
gene268,sample9,131,B
gene268,sample10,77,B
gene269,sample1,721,A
gene269,sample2,704,A
gene269,sample3,528,A
gene269,sample4,561,A
gene269,sample5,873,A
gene269,sample6,505,B
gene269,sample7,803,B
gene269,sample8,396,B
gene269,sample9,433,B
gene269,sample10,834,B
gene270,sample1,48,A
gene270,sample2,24,A
gene270,sample3,33,A
gene270,sample4,11,A
gene270,sample5,25,A
gene270,sample6,20,B
gene270,sample7,25,B
gene270,sample8,17,B
gene270,sample9,16,B
gene270,sample10,37,B
gene271,sample1,321,A
gene271,sample2,523,A
gene271,sample3,429,A
gene271,sample4,676,A
gene271,sample5,519,A
gene271,sample6,510,B
gene271,sample7,568,B
gene271,sample8,246,B
gene271,sample9,442,B
gene271,sample10,494,B
gene272,sample1,11,A
gene272,sample2,15,A
gene272,sample3,11,A
gene272,sample4,1,A
gene272,sample5,16,A
gene272,sample6,12,B
gene272,sample7,10,B
gene272,sample8,2,B
gene272,sample9,1,B
gene272,sample10,4,B
gene273,sample1,222,A
gene273,sample2,277,A
gene273,sample3,185,A
gene273,sample4,239,A
gene273,sample5,245,A
gene273,sample6,184,B
gene273,sample7,466,B
gene273,sample8,140,B
gene273,sample9,201,B
gene273,sample10,144,B
gene274,sample1,202,A
gene274,sample2,117,A
gene274,sample3,119,A
gene274,sample4,204,A
gene274,sample5,124,A
gene274,sample6,129,B
gene274,sample7,107,B
gene274,sample8,202,B
gene274,sample9,144,B
gene274,sample10,72,B
gene275,sample1,26,A
gene275,sample2,27,A
gene275,sample3,56,A
gene275,sample4,62,A
gene275,sample5,37,A
gene275,sample6,53,B
gene275,sample7,22,B
gene275,sample8,53,B
gene275,sample9,38,B
gene275,sample10,72,B
gene276,sample1,15,A
gene276,sample2,8,A
gene276,sample3,4,A
gene276,sample4,16,A
gene276,sample5,49,A
gene276,sample6,17,B
gene276,sample7,31,B
gene276,sample8,2,B
gene276,sample9,16,B
gene276,sample10,25,B
gene277,sample1,45,A
gene277,sample2,32,A
gene277,sample3,79,A
gene277,sample4,29,A
gene277,sample5,57,A
gene277,sample6,38,B
gene277,sample7,63,B
gene277,sample8,53,B
gene277,sample9,43,B
gene277,sample10,19,B
gene278,sample1,2059,A
gene278,sample2,2460,A
gene278,sample3,4416,A
gene278,sample4,980,A
gene278,sample5,1605,A
gene278,sample6,3025,B
gene278,sample7,2704,B
gene278,sample8,1560,B
gene278,sample9,3278,B
gene278,sample10,1930,B
gene279,sample1,236,A
gene279,sample2,323,A
gene279,sample3,307,A
gene279,sample4,600,A
gene279,sample5,88,A
gene279,sample6,245,B
gene279,sample7,157,B
gene279,sample8,371,B
gene279,sample9,412,B
gene279,sample10,244,B
gene280,sample1,1,A
gene280,sample2,1,A
gene280,sample3,13,A
gene280,sample4,7,A
gene280,sample5,1,A
gene280,sample6,1,B
gene280,sample7,0,B
gene280,sample8,0,B
gene280,sample9,1,B
gene280,sample10,0,B
gene281,sample1,56,A
gene281,sample2,75,A
gene281,sample3,63,A
gene281,sample4,81,A
gene281,sample5,34,A
gene281,sample6,48,B
gene281,sample7,85,B
gene281,sample8,75,B
gene281,sample9,10,B
gene281,sample10,48,B
gene282,sample1,75,A
gene282,sample2,46,A
gene282,sample3,55,A
gene282,sample4,39,A
gene282,sample5,74,A
gene282,sample6,82,B
gene282,sample7,65,B
gene282,sample8,28,B
gene282,sample9,52,B
gene282,sample10,33,B
gene283,sample1,1256,A
gene283,sample2,2536,A
gene283,sample3,1464,A
gene283,sample4,1491,A
gene283,sample5,1591,A
gene283,sample6,969,B
gene283,sample7,1892,B
gene283,sample8,1735,B
gene283,sample9,1281,B
gene283,sample10,954,B
gene284,sample1,2,A
gene284,sample2,11,A
gene284,sample3,7,A
gene284,sample4,9,A
gene284,sample5,4,A
gene284,sample6,13,B
gene284,sample7,0,B
gene284,sample8,3,B
gene284,sample9,13,B
gene284,sample10,17,B
gene285,sample1,114,A
gene285,sample2,318,A
gene285,sample3,219,A
gene285,sample4,482,A
gene285,sample5,237,A
gene285,sample6,245,B
gene285,sample7,120,B
gene285,sample8,254,B
gene285,sample9,193,B
gene285,sample10,127,B
gene286,sample1,2489,A
gene286,sample2,2054,A
gene286,sample3,1473,A
gene286,sample4,2252,A
gene286,sample5,1287,A
gene286,sample6,1140,B
gene286,sample7,1053,B
gene286,sample8,1233,B
gene286,sample9,1131,B
gene286,sample10,1388,B
gene287,sample1,48,A
gene287,sample2,90,A
gene287,sample3,72,A
gene287,sample4,46,A
gene287,sample5,101,A
gene287,sample6,101,B
gene287,sample7,105,B
gene287,sample8,77,B
gene287,sample9,118,B
gene287,sample10,194,B
gene288,sample1,6,A
gene288,sample2,0,A
gene288,sample3,0,A
gene288,sample4,0,A
gene288,sample5,0,A
gene288,sample6,0,B
gene288,sample7,0,B
gene288,sample8,0,B
gene288,sample9,0,B
gene288,sample10,0,B
gene289,sample1,912,A
gene289,sample2,958,A
gene289,sample3,1092,A
gene289,sample4,943,A
gene289,sample5,1184,A
gene289,sample6,1155,B
gene289,sample7,728,B
gene289,sample8,982,B
gene289,sample9,683,B
gene289,sample10,539,B
gene290,sample1,464,A
gene290,sample2,356,A
gene290,sample3,480,A
gene290,sample4,395,A
gene290,sample5,447,A
gene290,sample6,662,B
gene290,sample7,305,B
gene290,sample8,400,B
gene290,sample9,368,B
gene290,sample10,483,B
gene291,sample1,24,A
gene291,sample2,16,A
gene291,sample3,45,A
gene291,sample4,40,A
gene291,sample5,22,A
gene291,sample6,34,B
gene291,sample7,43,B
gene291,sample8,53,B
gene291,sample9,12,B
gene291,sample10,6,B
gene292,sample1,18,A
gene292,sample2,10,A
gene292,sample3,15,A
gene292,sample4,30,A
gene292,sample5,24,A
gene292,sample6,45,B
gene292,sample7,66,B
gene292,sample8,78,B
gene292,sample9,39,B
gene292,sample10,29,B
gene293,sample1,1276,A
gene293,sample2,667,A
gene293,sample3,632,A
gene293,sample4,562,A
gene293,sample5,572,A
gene293,sample6,845,B
gene293,sample7,748,B
gene293,sample8,840,B
gene293,sample9,1149,B
gene293,sample10,642,B
gene294,sample1,252,A
gene294,sample2,177,A
gene294,sample3,248,A
gene294,sample4,364,A
gene294,sample5,189,A
gene294,sample6,274,B
gene294,sample7,246,B
gene294,sample8,214,B
gene294,sample9,187,B
gene294,sample10,159,B
gene295,sample1,12,A
gene295,sample2,4,A
gene295,sample3,2,A
gene295,sample4,4,A
gene295,sample5,8,A
gene295,sample6,17,B
gene295,sample7,12,B
gene295,sample8,26,B
gene295,sample9,37,B
gene295,sample10,17,B
gene296,sample1,47,A
gene296,sample2,76,A
gene296,sample3,58,A
gene296,sample4,23,A
gene296,sample5,43,A
gene296,sample6,85,B
gene296,sample7,56,B
gene296,sample8,32,B
gene296,sample9,46,B
gene296,sample10,48,B
gene297,sample1,291,A
gene297,sample2,233,A
gene297,sample3,470,A
gene297,sample4,291,A
gene297,sample5,258,A
gene297,sample6,559,B
gene297,sample7,491,B
gene297,sample8,460,B
gene297,sample9,422,B
gene297,sample10,148,B
gene298,sample1,22,A
gene298,sample2,35,A
gene298,sample3,17,A
gene298,sample4,15,A
gene298,sample5,20,A
gene298,sample6,48,B
gene298,sample7,1,B
gene298,sample8,41,B
gene298,sample9,44,B
gene298,sample10,31,B
gene299,sample1,295,A
gene299,sample2,278,A
gene299,sample3,207,A
gene299,sample4,383,A
gene299,sample5,279,A
gene299,sample6,358,B
gene299,sample7,236,B
gene299,sample8,503,B
gene299,sample9,185,B
gene299,sample10,176,B
gene300,sample1,800,A
gene300,sample2,697,A
gene300,sample3,476,A
gene300,sample4,886,A
gene300,sample5,885,A
gene300,sample6,486,B
gene300,sample7,595,B
gene300,sample8,625,B
gene300,sample9,628,B
gene300,sample10,618,B
gene301,sample1,75,A
gene301,sample2,147,A
gene301,sample3,102,A
gene301,sample4,43,A
gene301,sample5,67,A
gene301,sample6,44,B
gene301,sample7,69,B
gene301,sample8,64,B
gene301,sample9,67,B
gene301,sample10,102,B
gene302,sample1,0,A
gene302,sample2,3,A
gene302,sample3,1,A
gene302,sample4,0,A
gene302,sample5,0,A
gene302,sample6,1,B
gene302,sample7,0,B
gene302,sample8,0,B
gene302,sample9,8,B
gene302,sample10,1,B
gene303,sample1,132,A
gene303,sample2,79,A
gene303,sample3,31,A
gene303,sample4,82,A
gene303,sample5,91,A
gene303,sample6,79,B
gene303,sample7,68,B
gene303,sample8,108,B
gene303,sample9,58,B
gene303,sample10,99,B
gene304,sample1,58,A
gene304,sample2,59,A
gene304,sample3,33,A
gene304,sample4,41,A
gene304,sample5,50,A
gene304,sample6,54,B
gene304,sample7,52,B
gene304,sample8,74,B
gene304,sample9,56,B
gene304,sample10,100,B
gene305,sample1,375,A
gene305,sample2,336,A
gene305,sample3,184,A
gene305,sample4,99,A
gene305,sample5,224,A
gene305,sample6,140,B
gene305,sample7,253,B
gene305,sample8,246,B
gene305,sample9,233,B
gene305,sample10,129,B
gene306,sample1,19,A
gene306,sample2,15,A
gene306,sample3,4,A
gene306,sample4,32,A
gene306,sample5,13,A
gene306,sample6,5,B
gene306,sample7,0,B
gene306,sample8,8,B
gene306,sample9,11,B
gene306,sample10,5,B
gene307,sample1,251,A
gene307,sample2,368,A
gene307,sample3,248,A
gene307,sample4,119,A
gene307,sample5,138,A
gene307,sample6,213,B
gene307,sample7,269,B
gene307,sample8,230,B
gene307,sample9,186,B
gene307,sample10,278,B
gene308,sample1,251,A
gene308,sample2,178,A
gene308,sample3,228,A
gene308,sample4,162,A
gene308,sample5,142,A
gene308,sample6,277,B
gene308,sample7,423,B
gene308,sample8,213,B
gene308,sample9,213,B
gene308,sample10,248,B
gene309,sample1,34,A
gene309,sample2,47,A
gene309,sample3,32,A
gene309,sample4,37,A
gene309,sample5,48,A
gene309,sample6,12,B
gene309,sample7,35,B
gene309,sample8,34,B
gene309,sample9,71,B
gene309,sample10,32,B
gene310,sample1,62,A
gene310,sample2,76,A
gene310,sample3,58,A
gene310,sample4,52,A
gene310,sample5,63,A
gene310,sample6,78,B
gene310,sample7,37,B
gene310,sample8,76,B
gene310,sample9,77,B
gene310,sample10,94,B
gene311,sample1,11,A
gene311,sample2,2,A
gene311,sample3,24,A
gene311,sample4,9,A
gene311,sample5,13,A
gene311,sample6,17,B
gene311,sample7,9,B
gene311,sample8,4,B
gene311,sample9,11,B
gene311,sample10,1,B
gene312,sample1,0,A
gene312,sample2,8,A
gene312,sample3,17,A
gene312,sample4,26,A
gene312,sample5,25,A
gene312,sample6,14,B
gene312,sample7,24,B
gene312,sample8,15,B
gene312,sample9,8,B
gene312,sample10,0,B
gene313,sample1,24,A
gene313,sample2,13,A
gene313,sample3,33,A
gene313,sample4,23,A
gene313,sample5,1,A
gene313,sample6,17,B
gene313,sample7,4,B
gene313,sample8,10,B
gene313,sample9,6,B
gene313,sample10,12,B
gene314,sample1,724,A
gene314,sample2,674,A
gene314,sample3,1661,A
gene314,sample4,654,A
gene314,sample5,1300,A
gene314,sample6,1018,B
gene314,sample7,679,B
gene314,sample8,1022,B
gene314,sample9,1006,B
gene314,sample10,1014,B
gene315,sample1,61,A
gene315,sample2,66,A
gene315,sample3,64,A
gene315,sample4,65,A
gene315,sample5,46,A
gene315,sample6,37,B
gene315,sample7,61,B
gene315,sample8,37,B
gene315,sample9,48,B
gene315,sample10,60,B
gene316,sample1,69,A
gene316,sample2,78,A
gene316,sample3,42,A
gene316,sample4,90,A
gene316,sample5,21,A
gene316,sample6,128,B
gene316,sample7,29,B
gene316,sample8,28,B
gene316,sample9,14,B
gene316,sample10,24,B
gene317,sample1,16,A
gene317,sample2,6,A
gene317,sample3,10,A
gene317,sample4,5,A
gene317,sample5,3,A
gene317,sample6,15,B
gene317,sample7,22,B
gene317,sample8,4,B
gene317,sample9,0,B
gene317,sample10,12,B
gene318,sample1,134,A
gene318,sample2,103,A
gene318,sample3,192,A
gene318,sample4,88,A
gene318,sample5,56,A
gene318,sample6,108,B
gene318,sample7,77,B
gene318,sample8,93,B
gene318,sample9,69,B
gene318,sample10,99,B
gene319,sample1,1882,A
gene319,sample2,2357,A
gene319,sample3,1132,A
gene319,sample4,2243,A
gene319,sample5,1417,A
gene319,sample6,2570,B
gene319,sample7,1692,B
gene319,sample8,2302,B
gene319,sample9,1751,B
gene319,sample10,3086,B
gene320,sample1,37,A
gene320,sample2,4,A
gene320,sample3,20,A
gene320,sample4,2,A
gene320,sample5,3,A
gene320,sample6,16,B
gene320,sample7,8,B
gene320,sample8,25,B
gene320,sample9,17,B
gene320,sample10,5,B
gene321,sample1,212,A
gene321,sample2,146,A
gene321,sample3,237,A
gene321,sample4,260,A
gene321,sample5,217,A
gene321,sample6,120,B
gene321,sample7,208,B
gene321,sample8,158,B
gene321,sample9,178,B
gene321,sample10,179,B
gene322,sample1,144,A
gene322,sample2,124,A
gene322,sample3,142,A
gene322,sample4,317,A
gene322,sample5,189,A
gene322,sample6,133,B
gene322,sample7,167,B
gene322,sample8,175,B
gene322,sample9,191,B
gene322,sample10,228,B
gene323,sample1,25335,A
gene323,sample2,24688,A
gene323,sample3,28518,A
gene323,sample4,21868,A
gene323,sample5,12934,A
gene323,sample6,28574,B
gene323,sample7,17405,B
gene323,sample8,27435,B
gene323,sample9,21651,B
gene323,sample10,22317,B
gene324,sample1,247,A
gene324,sample2,169,A
gene324,sample3,196,A
gene324,sample4,218,A
gene324,sample5,153,A
gene324,sample6,192,B
gene324,sample7,195,B
gene324,sample8,145,B
gene324,sample9,254,B
gene324,sample10,151,B
gene325,sample1,6,A
gene325,sample2,15,A
gene325,sample3,12,A
gene325,sample4,9,A
gene325,sample5,7,A
gene325,sample6,6,B
gene325,sample7,19,B
gene325,sample8,31,B
gene325,sample9,14,B
gene325,sample10,23,B
gene326,sample1,2362,A
gene326,sample2,2681,A
gene326,sample3,3019,A
gene326,sample4,2079,A
gene326,sample5,1777,A
gene326,sample6,1395,B
gene326,sample7,4130,B
gene326,sample8,1973,B
gene326,sample9,2600,B
gene326,sample10,2682,B
gene327,sample1,2,A
gene327,sample2,2,A
gene327,sample3,0,A
gene327,sample4,0,A
gene327,sample5,2,A
gene327,sample6,6,B
gene327,sample7,2,B
gene327,sample8,0,B
gene327,sample9,6,B
gene327,sample10,8,B
gene328,sample1,255,A
gene328,sample2,230,A
gene328,sample3,303,A
gene328,sample4,369,A
gene328,sample5,273,A
gene328,sample6,119,B
gene328,sample7,173,B
gene328,sample8,304,B
gene328,sample9,236,B
gene328,sample10,143,B
gene329,sample1,547,A
gene329,sample2,751,A
gene329,sample3,675,A
gene329,sample4,700,A
gene329,sample5,943,A
gene329,sample6,1064,B
gene329,sample7,977,B
gene329,sample8,1066,B
gene329,sample9,842,B
gene329,sample10,986,B
gene330,sample1,10,A
gene330,sample2,0,A
gene330,sample3,9,A
gene330,sample4,5,A
gene330,sample5,7,A
gene330,sample6,9,B
gene330,sample7,1,B
gene330,sample8,1,B
gene330,sample9,18,B
gene330,sample10,11,B
gene331,sample1,447,A
gene331,sample2,779,A
gene331,sample3,301,A
gene331,sample4,903,A
gene331,sample5,518,A
gene331,sample6,427,B
gene331,sample7,483,B
gene331,sample8,691,B
gene331,sample9,755,B
gene331,sample10,383,B
gene332,sample1,209,A
gene332,sample2,266,A
gene332,sample3,279,A
gene332,sample4,242,A
gene332,sample5,225,A
gene332,sample6,175,B
gene332,sample7,135,B
gene332,sample8,336,B
gene332,sample9,273,B
gene332,sample10,209,B
gene333,sample1,51,A
gene333,sample2,27,A
gene333,sample3,19,A
gene333,sample4,72,A
gene333,sample5,21,A
gene333,sample6,21,B
gene333,sample7,103,B
gene333,sample8,21,B
gene333,sample9,68,B
gene333,sample10,37,B
gene334,sample1,27,A
gene334,sample2,60,A
gene334,sample3,43,A
gene334,sample4,21,A
gene334,sample5,29,A
gene334,sample6,37,B
gene334,sample7,45,B
gene334,sample8,44,B
gene334,sample9,19,B
gene334,sample10,19,B
gene335,sample1,317,A
gene335,sample2,396,A
gene335,sample3,368,A
gene335,sample4,238,A
gene335,sample5,320,A
gene335,sample6,131,B
gene335,sample7,360,B
gene335,sample8,795,B
gene335,sample9,356,B
gene335,sample10,359,B
gene336,sample1,304,A
gene336,sample2,251,A
gene336,sample3,248,A
gene336,sample4,189,A
gene336,sample5,338,A
gene336,sample6,433,B
gene336,sample7,409,B
gene336,sample8,179,B
gene336,sample9,513,B
gene336,sample10,339,B
gene337,sample1,190,A
gene337,sample2,277,A
gene337,sample3,75,A
gene337,sample4,185,A
gene337,sample5,281,A
gene337,sample6,357,B
gene337,sample7,242,B
gene337,sample8,218,B
gene337,sample9,100,B
gene337,sample10,222,B
gene338,sample1,3,A
gene338,sample2,5,A
gene338,sample3,16,A
gene338,sample4,5,A
gene338,sample5,6,A
gene338,sample6,13,B
gene338,sample7,5,B
gene338,sample8,2,B
gene338,sample9,1,B
gene338,sample10,8,B
gene339,sample1,188,A
gene339,sample2,157,A
gene339,sample3,94,A
gene339,sample4,110,A
gene339,sample5,130,A
gene339,sample6,96,B
gene339,sample7,99,B
gene339,sample8,49,B
gene339,sample9,116,B
gene339,sample10,120,B
gene340,sample1,90,A
gene340,sample2,108,A
gene340,sample3,67,A
gene340,sample4,45,A
gene340,sample5,77,A
gene340,sample6,55,B
gene340,sample7,94,B
gene340,sample8,47,B
gene340,sample9,50,B
gene340,sample10,47,B
gene341,sample1,46,A
gene341,sample2,41,A
gene341,sample3,33,A
gene341,sample4,54,A
gene341,sample5,24,A
gene341,sample6,11,B
gene341,sample7,61,B
gene341,sample8,65,B
gene341,sample9,86,B
gene341,sample10,88,B
gene342,sample1,1186,A
gene342,sample2,1082,A
gene342,sample3,949,A
gene342,sample4,600,A
gene342,sample5,749,A
gene342,sample6,1084,B
gene342,sample7,1257,B
gene342,sample8,1205,B
gene342,sample9,1147,B
gene342,sample10,1159,B
gene343,sample1,877,A
gene343,sample2,715,A
gene343,sample3,919,A
gene343,sample4,724,A
gene343,sample5,751,A
gene343,sample6,1172,B
gene343,sample7,679,B
gene343,sample8,524,B
gene343,sample9,771,B
gene343,sample10,1162,B
gene344,sample1,319,A
gene344,sample2,669,A
gene344,sample3,432,A
gene344,sample4,401,A
gene344,sample5,495,A
gene344,sample6,501,B
gene344,sample7,512,B
gene344,sample8,979,B
gene344,sample9,526,B
gene344,sample10,610,B
gene345,sample1,1,A
gene345,sample2,6,A
gene345,sample3,4,A
gene345,sample4,18,A
gene345,sample5,2,A
gene345,sample6,1,B
gene345,sample7,2,B
gene345,sample8,3,B
gene345,sample9,1,B
gene345,sample10,4,B
gene346,sample1,117,A
gene346,sample2,179,A
gene346,sample3,156,A
gene346,sample4,353,A
gene346,sample5,305,A
gene346,sample6,322,B
gene346,sample7,189,B
gene346,sample8,273,B
gene346,sample9,228,B
gene346,sample10,195,B
gene347,sample1,27,A
gene347,sample2,37,A
gene347,sample3,69,A
gene347,sample4,53,A
gene347,sample5,55,A
gene347,sample6,55,B
gene347,sample7,63,B
gene347,sample8,51,B
gene347,sample9,64,B
gene347,sample10,44,B
gene348,sample1,7,A
gene348,sample2,5,A
gene348,sample3,11,A
gene348,sample4,36,A
gene348,sample5,25,A
gene348,sample6,5,B
gene348,sample7,20,B
gene348,sample8,37,B
gene348,sample9,19,B
gene348,sample10,4,B
gene349,sample1,42,A
gene349,sample2,81,A
gene349,sample3,33,A
gene349,sample4,40,A
gene349,sample5,104,A
gene349,sample6,58,B
gene349,sample7,46,B
gene349,sample8,58,B
gene349,sample9,64,B
gene349,sample10,89,B
gene350,sample1,179,A
gene350,sample2,317,A
gene350,sample3,162,A
gene350,sample4,202,A
gene350,sample5,320,A
gene350,sample6,191,B
gene350,sample7,197,B
gene350,sample8,152,B
gene350,sample9,144,B
gene350,sample10,211,B
gene351,sample1,508,A
gene351,sample2,279,A
gene351,sample3,624,A
gene351,sample4,940,A
gene351,sample5,450,A
gene351,sample6,568,B
gene351,sample7,267,B
gene351,sample8,449,B
gene351,sample9,472,B
gene351,sample10,276,B
gene352,sample1,19,A
gene352,sample2,11,A
gene352,sample3,12,A
gene352,sample4,28,A
gene352,sample5,62,A
gene352,sample6,35,B
gene352,sample7,26,B
gene352,sample8,18,B
gene352,sample9,26,B
gene352,sample10,26,B
gene353,sample1,0,A
gene353,sample2,0,A
gene353,sample3,8,A
gene353,sample4,0,A
gene353,sample5,1,A
gene353,sample6,1,B
gene353,sample7,6,B
gene353,sample8,1,B
gene353,sample9,0,B
gene353,sample10,13,B
gene354,sample1,1,A
gene354,sample2,4,A
gene354,sample3,7,A
gene354,sample4,10,A
gene354,sample5,5,A
gene354,sample6,2,B
gene354,sample7,7,B
gene354,sample8,5,B
gene354,sample9,2,B
gene354,sample10,2,B
gene355,sample1,1156,A
gene355,sample2,582,A
gene355,sample3,1197,A
gene355,sample4,1048,A
gene355,sample5,748,A
gene355,sample6,623,B
gene355,sample7,848,B
gene355,sample8,928,B
gene355,sample9,788,B
gene355,sample10,709,B
gene356,sample1,47,A
gene356,sample2,44,A
gene356,sample3,84,A
gene356,sample4,127,A
gene356,sample5,89,A
gene356,sample6,78,B
gene356,sample7,28,B
gene356,sample8,60,B
gene356,sample9,60,B
gene356,sample10,84,B
gene357,sample1,396,A
gene357,sample2,279,A
gene357,sample3,405,A
gene357,sample4,573,A
gene357,sample5,234,A
gene357,sample6,363,B
